,raw,json,bird,alternate_names,scientific_name
808,"The grey-legged tinamou (Crypturellus duidae), alternatively, the gray-legged tinamou, is a small ground-dwelling bird endemic to the neotropics","{'bird': 'tinamou', 'alternate_names': ['grey-legged tinamou', 'gray-legged tinamou'], 'scientific_name': 'Crypturellus duidae'}",tinamou,"['grey-legged tinamou', 'gray-legged tinamou']",Crypturellus duidae
809,The grey-mantled wren (Odontorchilus branickii) is a species of bird in the family Troglodytidae,"{'bird': 'grey-mantled wren', 'alternate_names': ['Odontorchilus branickii'], 'scientific_name': 'Odontorchilus branickii'}",grey-mantled wren,['Odontorchilus branickii'],Odontorchilus branickii
810,The grey-naped antpitta (Grallaria griseonucha) is a species of bird in the family Grallariidae,"{'bird': 'Grey-naped antpitta', 'alternate_names': 'Grallaria griseonucha', 'scientific_name': 'Grallariidae'}",Grey-naped antpitta,Grallaria griseonucha,Grallariidae
811,"The grey-necked bunting (Emberiza buchanani), sometimes referred to as grey-hooded bunting (a name also in use for chestnut-eared bunting[3]) is a species of bird in the family Emberizidae","{'bird': 'Grey-necked bunting', 'alternate_names': ['Grey-hooded bunting', 'Chestnut-eared bunting'], 'scientific_name': 'Emberiza buchanani'}",Grey-necked bunting,"['Grey-hooded bunting', 'Chestnut-eared bunting']",Emberiza buchanani
812,The grey-necked rockfowl (Picathartes oreas) is a medium-sized bird in the family Picathartidae with a long neck and tail,"{'bird': 'grey-necked rockfowl', 'alternate_names': 'Picathartes oreas', 'scientific_name': 'Picathartidae'}",grey-necked rockfowl,Picathartes oreas,Picathartidae
813,"The grey-olive greenbul (Phyllastrephus cerviniventris), or grey-olive bulbul, is a species of songbird in the bulbul family, Pycnonotidae","{'bird': 'grey-olive greenbul', 'alternate_names': ['grey-olive bulbul'], 'scientific_name': 'Phyllastrephus cerviniventris'}",grey-olive greenbul,['grey-olive bulbul'],Phyllastrephus cerviniventris
814,The grey-rumped swallow (Pseudhirundo griseopyga) is a species of swallow,"{'bird': 'Grey-rumped swallow', 'alternate_names': ['Pseudhirundo griseopyga'], 'scientific_name': 'Pseudhirundo griseopyga'}",Grey-rumped swallow,['Pseudhirundo griseopyga'],Pseudhirundo griseopyga
816,"The grey-rumped swiftlet (Collocalia marginata) or grey-rumped swiftlet, is a small bird in the swift family Apodidae","{'bird': 'grey-rumped swiftlet', 'alternate_names': ['Collocalia marginata'], 'scientific_name': 'Apodidae'}",grey-rumped swiftlet,['Collocalia marginata'],Apodidae
817,The grey-rumped treeswift (Hemiprocne longipennis) is a species of bird in the Hemiprocnidae family,"{'bird': 'Grey-rumped Treeswift', 'alternate_names': 'None', 'scientific_name': 'Hemiprocne longipennis'}",Grey-rumped Treeswift,None,Hemiprocne longipennis
818,The grey-sided bush warbler (Cettia brunnifrons) is a species of bush warbler (family Cettiidae),"{'bird': 'Grey-sided Bush Warbler', 'alternate_names': ['Cettia brunnifrons'], 'scientific_name': 'Cettia brunnifrons'}",Grey-sided Bush Warbler,['Cettia brunnifrons'],Cettia brunnifrons
819,The grey-sided flowerpecker (Dicaeum celebicum) is a species of bird in the family Dicaeidae,"{'bird': 'grey-sided flowerpecker', 'alternate_names': 'Dicaeum celebicum', 'scientific_name': 'Dicaeidae'}",grey-sided flowerpecker,Dicaeum celebicum,Dicaeidae
821,The grey-sided scimitar babbler (Erythrogenys swinhoei) is a species of bird in the family Timaliidae,"{'bird': 'grey-sided scimitar babbler', 'alternate_names': [], 'scientific_name': 'Erythrogenys swinhoei'}",grey-sided scimitar babbler,,Erythrogenys swinhoei
822,"The grey-sided thrush (Turdus feae) is a species of bird in the thrush family, Turdidae","{'bird': 'grey-sided thrush', 'alternate_names': ['Turdus feae'], 'scientific_name': 'Turdidae'}",grey-sided thrush,['Turdus feae'],Turdidae
823,The grey-streaked flycatcher or grey-spotted flycatcher (Muscicapa griseisticta) is a small passerine bird breeding in the eastern Palearctic belonging to the genus Muscicapa in the Old World flycatcher family Muscicapidae,"{'bird': 'grey-streaked flycatcher or grey-spotted flycatcher', 'scientificName': 'Muscicapa griseisticta', 'genus': 'Muscicapa', 'family': 'Muscicapidae'}",grey-streaked flycatcher or grey-spotted flycatcher,,
824,"The grey-streaked honeyeater (Ptiloprora perstriata), also known as the black-backed honeyeater, is a species of bird in the family Meliphagidae","{'bird': 'grey-streaked honeyeater', 'alternate_names': 'black-backed honeyeater', 'scientific_name': 'Ptiloprora perstriata'}",grey-streaked honeyeater,black-backed honeyeater,Ptiloprora perstriata
826,"The grey-tailed mountaingem (Lampornis cinereicauda), also variously spelled gray-tailed mountaingem, grey-tailed mountain-gem, or gray-tailed mountain-gem, is a species of hummingbird in tribe Lampornithini of subfamily Trochilinae","{'bird': 'mountaingem', 'alternate_names': ['gray-tailed mountaingem', 'grey-tailed mountain-gem', 'gray-tailed mountain-gem'], 'scientific_name': 'Lampornis cinereicauda'}",mountaingem,"['gray-tailed mountaingem', 'grey-tailed mountain-gem', 'gray-tailed mountain-gem']",Lampornis cinereicauda
829,The grey-throated babbler (Stachyris nigriceps) is a species of passerine bird in the Old World babbler family Timaliidae,"{'bird': 'grey-throated babbler', 'alternate_names': [], 'scientific_name': 'Stachyris nigriceps'}",grey-throated babbler,,Stachyris nigriceps
830,The grey-throated barbet (Gymnobucco bonapartei) is a species of bird in the Lybiidae family (African barbets),"{'bird': 'grey-throated barbet', 'alternate_names': 'Gymnobucco bonapartei', 'scientific_name': 'Lybiidae family'}",grey-throated barbet,Gymnobucco bonapartei,Lybiidae family
831,"The grey-throated chat (Granatellus sallaei) is a species of bird in the family Cardinalidae, the cardinals or cardinal grosbeaks","{'bird': 'Grey-throated chat', 'alternate_names': 'Cardinals or cardinal grosbeaks', 'scientific_name': 'Granatellus sallaei'}",Grey-throated chat,Cardinals or cardinal grosbeaks,Granatellus sallaei
832,The grey-throated leaftosser (Sclerurus albigularis) is a species of bird in the family Furnariidae,"{'bird': 'grey-throated leaftosser', 'alternate_names': [], 'scientific_name': 'Sclerurus albigularis'}",grey-throated leaftosser,,Sclerurus albigularis
833,The grey-throated martin or Asian plain martin[1] (Riparia chinensis) is a small passerine bird in the swallow family,"{'bird': 'grey-throated martin or Asian plain martin', 'alternate_names': ['Riparia chinensis'], 'scientific_name': 'Riparia chinensis'}",grey-throated martin or Asian plain martin,['Riparia chinensis'],Riparia chinensis
834,"The grey-throated rail (Canirallus oculeus) is a species of bird in the family Rallidae, the only member of the genus Canirallus","{'bird': 'grey-throated rail', 'alternate_names': 'Canirallus oculeus', 'scientific_name': 'Rallidae'}",grey-throated rail,Canirallus oculeus,Rallidae
836,The grey-throated tit-flycatcher (Myioparus griseigularis) is a species of bird in the family Muscicapidae,"{'bird': 'grey-throated tit-flycatcher', 'alternate_names': ['Myioparus griseigularis'], 'scientific_name': 'Myioparus griseigularis'}",grey-throated tit-flycatcher,['Myioparus griseigularis'],Myioparus griseigularis
839,The grey-winged blackbird (Turdus boulboul) is a species of bird in the thrush family,"{'bird': 'grey-winged blackbird', 'alternate_names': 'Turdus boulboul', 'scientific_name': 'Turdus boulboul'}",grey-winged blackbird,Turdus boulboul,Turdus boulboul
840,The grey-winged cotinga (Lipaugus conditus) is a species of bird in the family Cotingidae,"{'bird': 'grey-winged cotinga', 'alternate_names': [], 'scientific_name': 'Lipaugus conditus'}",grey-winged cotinga,,Lipaugus conditus
842,"The grey-winged Inca finch (Incaspiza ortizi) is a species of bird traditionally placed in the family Emberizidae, but it may be more closely related to the Thraupidae","{'bird': 'Inca finch', 'alternate_names': ['Incaspiza ortizi'], 'scientific_name': 'Emberizidae'}",Inca finch,['Incaspiza ortizi'],Emberizidae
843,The grey-winged robin-chat or grey-winged akalat (Sheppardia polioptera) is a bird in the family Muscicapidae,"{'bird': 'Grey-winged robin-chat', 'alternate_names': ['Grey-winged akalat'], 'scientific_name': 'Sheppardia polioptera'}",Grey-winged robin-chat,['Grey-winged akalat'],Sheppardia polioptera
844,"The grey-winged trumpeter (Psophia crepitans) is a member of a small family of birds, the Psophiidae","{'bird': 'Grey-winged trumpeter', 'alternate_names': ['Psophia crepitans'], 'scientific_name': 'Psophiidae'}",Grey-winged trumpeter,['Psophia crepitans'],Psophiidae
846,Grimwood's longclaw (Macronyx grimwoodi) is a species of bird in the family Motacillidae,"{'bird': ""Grimwood's longclaw"", 'alternate_names': 'Macronyx grimwoodi', 'scientific_name': 'Motacillidae'}",Grimwood's longclaw,Macronyx grimwoodi,Motacillidae
847,"The groove-billed ani (Crotophaga sulcirostris) is a tropical bird in the cuckoo family with a long tail and a large, curved beak","{'bird': 'Groove-billed Ani', 'alternate_names': ['Crotophaga sulcirostris'], 'scientific_name': 'Crotophaga sulcirostris'}",Groove-billed Ani,['Crotophaga sulcirostris'],Crotophaga sulcirostris
850,"The ground cuckoo-shrike (Coracina maxima) is an uncommon bird species endemic to Australia, occurring mainly in open woodland and arid grasslands throughout inland Australia,[2] but also occasionally in areas on the east coast","{'bird': 'ground cuckoo-shrike', 'alternate_names': ['Coracina maxima'], 'scientific_name': 'Coracina maxima'}",ground cuckoo-shrike,['Coracina maxima'],Coracina maxima
852,The ground woodpecker (Geocolaptes olivaceus) is one of only three ground-dwelling woodpeckers in the world (the others are the Andean and campo flickers),"{'bird': 'Ground Woodpecker', 'alternate_names': ['Andean Flicker', 'Campo Flicker'], 'scientific_name': 'Geocolaptes olivaceus'}",Ground Woodpecker,"['Andean Flicker', 'Campo Flicker']",Geocolaptes olivaceus
854,"The growling riflebird (Ptiloris intercedens), also known as the eastern riflebird, is a medium-sized passerine bird of the family Paradisaeidae","{'bird': 'Growling Riflebird', 'alternate_names': 'Eastern Riflebird', 'scientific_name': 'Ptiloris intercedens'}",Growling Riflebird,Eastern Riflebird,Ptiloris intercedens
855,"The Guadalcanal dwarf kingfisher (Ceyx nigromaxilla), is a species of bird in the family Alcedinidae that is endemic to Guadalcanal Island","{'bird': 'Guadalcanal dwarf kingfisher', 'alternate_names': 'Ceyx nigromaxilla', 'scientific_name': 'Alcedinidae'}",Guadalcanal dwarf kingfisher,Ceyx nigromaxilla,Alcedinidae
856,The Guadalcanal honeyeater (Guadalcanaria inexpectata) is a species of bird in the family Meliphagidae,"{'bird': 'Guadalcanal honeyeater', 'alternate_names': 'none', 'scientific_name': 'Guadalcanaria inexpectata'}",Guadalcanal honeyeater,none,Guadalcanaria inexpectata
857,The Guadalcanal thrush (Zoothera turipavae) is a species of bird in the family Turdidae,"{'bird': 'Guadalcanal thrush', 'alternate_names': [], 'scientific_name': 'Zoothera turipavae'}",Guadalcanal thrush,,Zoothera turipavae
859,The Guadalupe murrelet (Synthliboramphus hypoleucus) or Xantus' Murrelet is a small seabird found in the California Current system in the Pacific Ocean,"{'bird': 'Guadalupe murrelet', 'alternate_names': ""Xantus' Murrelet"", 'scientific_name': 'Synthliboramphus hypoleucus'}",Guadalupe murrelet,Xantus' Murrelet,Synthliboramphus hypoleucus
862,"The guaiabero (Bolbopsittacus lunulatus) is a species of parrot in the family Psittaculidae, belonging to the  monotypic genus Bolbopsittacus[2] and closely related to the lovebirds (Agapornis) and hanging parrots (Loriculus)","{'bird': 'Guaiabero', 'alternate_names': ['Bolbopsittacus lunulatus'], 'scientific_name': 'Psittaculidae'}",Guaiabero,['Bolbopsittacus lunulatus'],Psittaculidae
863,"The Guaiquinima whitestart (Myioborus cardonai), also known as the Guaiquinima redstart, saffron-breasted whitestart or saffron-breasted redstart, is a species of bird in the family Parulidae","{'bird': 'Guaiquinima whitestart', 'alternate_names': ['Guaiquinima redstart', 'Saffron-breasted whitestart', 'Saffron-breasted redstart'], 'scientific_name': 'Myioborus cardonai'}",Guaiquinima whitestart,"['Guaiquinima redstart', 'Saffron-breasted whitestart', 'Saffron-breasted redstart']",Myioborus cardonai
864,"The Guam flycatcher (Myiagra freycineti), or Guam broadbill, is an extinct species of bird in the family Monarchidae formerly endemic to Guam","{'bird': 'Guam flycatcher', 'alternate_names': 'Guam broadbill', 'scientific_name': 'Myiagra freycineti'}",Guam flycatcher,Guam broadbill,Myiagra freycineti
865,The Guam kingfisher (Todiramphus cinnamominus) is a species of kingfisher from the United States Territory of Guam,"{'bird': 'Guam kingfisher', 'alternate_names': [], 'scientific_name': 'Todiramphus cinnamominus'}",Guam kingfisher,,Todiramphus cinnamominus
866,"The Guam rail (Hypotaenidia owstoni) is a species of flightless bird, endemic to the United States territory of Guam, where it is known locally as the Ko'ko' bird","{'bird': 'Guam rail', 'alternate_names': ""Ko'ko' bird"", 'scientific_name': 'Hypotaenidia owstoni'}",Guam rail,Ko'ko' bird,Hypotaenidia owstoni
867,Phalacrocorax bougainvilliiPhalacrocorax bougainvilliorumLeucocarbo bougainvillii,"{'bird': 'Phalacrocorax bougainvillii', 'alternate_names': ['Phalacrocorax bougainvilliorum', 'Leucocarbo bougainvillii'], 'scientific_name': 'Phalacrocorax bougainvillii'}",Phalacrocorax bougainvillii,"['Phalacrocorax bougainvilliorum', 'Leucocarbo bougainvillii']",Phalacrocorax bougainvillii
868,"The Guatemalan pygmy owl (Glaucidium cobanense) is a small ""typical owl"" in subfamily Surniinae","{'bird': 'Guatemalan pygmy owl', 'alternate_names': 'Glaucidium cobanense', 'scientific_name': 'Surniinae'}",Guatemalan pygmy owl,Glaucidium cobanense,Surniinae
869,"The Guatemalan tyrannulet or paltry tyrannulet (Zimmerius vilissimus), is a very small passerine bird in the tyrant flycatcher family","{'bird': 'Guatemalan tyrannulet', 'alternate_names': ['paltry tyrannulet'], 'scientific_name': 'Zimmerius vilissimus'}",Guatemalan tyrannulet,['paltry tyrannulet'],Zimmerius vilissimus
870,The Guayaquil woodpecker (Campephilus gayaquilensis) is a species of bird in subfamily Picinae of the woodpecker family Picidae,"{'bird': 'Guayaquil woodpecker', 'alternate_names': 'Campephilus gayaquilensis', 'scientific_name': 'Picinae of the woodpecker family Picidae'}",Guayaquil woodpecker,Campephilus gayaquilensis,Picinae of the woodpecker family Picidae
872,The Guianan gnatcatcher (Polioptila guianensis) is a species of bird in the family Polioptilidae,"{'bird': 'Guianan gnatcatcher', 'alternate_names': 'none', 'scientific_name': 'Polioptila guianensis'}",Guianan gnatcatcher,none,Polioptila guianensis
873,"The Guianan puffbird (Notharchus macrorhynchos) is a species of bird in the family Bucconidae, the puffbirds, nunlets, and nunbirds","{'bird': 'Guianan puffbird', 'alternate_names': ['puffbirds', 'nunlets', 'nunbirds'], 'scientific_name': 'Notharchus macrorhynchos'}",Guianan puffbird,"['puffbirds', 'nunlets', 'nunbirds']",Notharchus macrorhynchos
874,"The Guianan red cotinga (Phoenicircus carnifex) is a species of bird in the family Cotingidae, the cotingas","{'bird': 'Guianan red cotinga', 'alternate_names': [], 'scientific_name': 'Phoenicircus carnifex'}",Guianan red cotinga,,Phoenicircus carnifex
875,"The Guianan schiffornis or olivaceous schiffornis (Schiffornis olivacea), is a species of Neotropical bird","{'bird': 'Guianan schiffornis', 'alternate_names': 'olivaceous schiffornis', 'scientific_name': 'Schiffornis olivacea'}",Guianan schiffornis,olivaceous schiffornis,Schiffornis olivacea
